"Date";"Time";"CO.GT.";"PT08.S1.CO.";"NMHC.GT.";"C6H6.GT.";"PT08.S2.NMHC.";"NOx.GT.";"PT08.S3.NOx.";"NO2.GT.";"PT08.S4.NO2.";"PT08.S5.O3.";"T";"RH";"AH_bin"
"298";14;4;0.5;892;36;1.2;522;38.2237899689639;1522;53.8214761115277;1285;456;11;70;1
"299";14;5;0.532271851719896;855;25;0.8;478;20;1701;31;1261;401;10.1;76.8;1
"300";14;6;0.3;834;19;0.6;459;13;1908;22;1212;361;8.8;80.5;1
"301";14;7;0.5;909;26;1.8;567;33;1542;47;1287;418;9.6;75.4;1
"302";14;8;1.1;1061;60;4.6;745;103;1178;88;1429;616;9.8;75;1
"303";14;9;3;1441;248;14.2;1124;224;851;130;1829;1089;10;74.2;1
"304";14;10;3.8;1498;535;21;1325;244;684;132;2095;1329;11.2;69.7;1
"305";14;11;3.4;1343;340;16.2;1185;237;760;132;1857;1311;12;62.9;1
"306";14;12;3;1308;325;15.5;1166;220;792;131;1794;1236;12.8;55.8;1
"307";14;13;2.7;1209;267;13.4;1097;207;837;129;1746;1147;13.1;54.8;1
"308";14;14;3.5;1310;325;16.9;1207;208;770;132;1847;1301;13.8;53.4;1
"309";14;15;2.8;1171;268;12.4;1064;160;881;110;1639;1097;16;42.4;1
"310";14;16;1.9;1112;136;10.1;980;131;924;99;1589;900;14.1;49.8;1
"311";14;17;2;1132;118;8.7;927;128;944;100;1570;781;12;61.1;1
"312";14;18;3;1225;276;13.8;1111;176;818;122;1719;1013;13.6;54.6;1
"313";14;19;1.9;1065;151;9.3;953;107;962;97;1514;790;13.7;49.5;1
"314";14;20;2.7;1236;236;13;1084;131;854;112;1688;1059;11.7;57.1;1
"315";14;21;3.3;1309;220;14.3;1126;166;812;128;1722;1205;11.5;58.2;1
"316";14;22;1.7;1089;87;7.6;884;89;1006;101;1487;975;12.6;54.2;1
"317";14;23;1.3;1000;81;5.3;776;81;1141;96;1375;896;12;54.9;1
"318";14;24;1.3;1041;74;5.4;782;78;1105;86;1425;911;11;61.4;1
"319";15;1;1.2;1045;55;4.9;756;70;1137;85;1411;902;11.1;62.2;1
"320";15;2;1.1;997;74;4.6;744;76;1151;79;1405;832;10.8;62.5;1
"321";15;3;0.9;948;35;2.7;634;43;1320;61;1326;715;11.3;60;1
"322";15;4;0.6;878;29;1.6;551;44.0838096455864;1493;57.1473727968905;1272;683;10.6;61.6;1
"323";15;5;0.701548063353564;908;29;1.7;559;44;1477;66;1287;721;10.2;62.7;1
"324";15;6;0.6;892;20;1.2;522;34;1572;54;1255;648;10.9;58.6;1
"325";15;7;0.8;954;32;1.7;561;43;1496;57;1255;612;10.8;57.2;0
"326";15;8;1.2;1045;84;4.8;751;79;1186;75;1403;800;10.4;59.2;0
"327";15;9;3.1;1383;245;13.8;1109;174;832;97;1706;1173;11;57.3;1
"328";15;10;4.4;1597;553;23.7;1395;235;652;110;2080;1519;11.2;56.9;1
"329";15;11;3.4;1318;450;14.2;1124;218;762;113;1770;1287;12.1;54.9;1
"330";15;12;1.7;1138;118;8;898;136;950;88;1505;966;15.1;44.3;1
"331";15;13;1.5;1098;118;6.7;842;117;1012;85;1440;828;15.6;40.6;0
"332";15;14;1.7;1118;144;8.7;927;119;959;96;1477;825;16.9;34.6;0
"333";15;15;2.2;1170;159;10.8;1009;126;879;106;1566;872;16.6;35.6;0
"334";15;16;1.64197146131839;1112;122;6.7;842;100;1015;91;1494;680;11.3;63.9;1
"335";15;17;2.7;1390;230;11.4;1028;197;829;126;1730;1002;9.6;81.1;1
"336";15;18;2.8;1353;320;13.4;1096;195;774;130;1783;1159;11.7;69.1;1
"337";15;19;2.7;1260;263;12;1050;156;828;111;1722;979;10.7;68.5;1
"338";15;20;4.5;1501;556;20.2;1302;247;681;134;2008;1311;10.7;67.3;1
"339";15;21;3.5;1273;458;14.4;1130;190;795;136;1744;1071;10.8;65.7;1
"340";15;22;2.6;1179;214;9.4;955;169;928;125;1571;899;10.3;66.3;1
"341";15;23;1.7;1047;97;5.9;809;118;1064;108;1435;766;10.1;66.9;1
"342";15;24;1.3;973;79;4.5;739;81;1186;87;1354;589;10.4;61.1;1
"343";16;1;1.3;997;81;4.5;737;80;1168;89;1341;631;10.3;59.9;1
"344";16;2;1;970;52;2.5;621;42;1400;58;1249;479;11;58.4;1
"345";16;3;0.7;902;38;1.8;568;38;1450;54;1253;479;9.1;68.1;1
"346";16;4;0.7;921;35;1.4;538;49.9438293222089;1564;55.6564535931072;1224;417;9.5;68.2;1
"347";16;5;0.5;858;29;0.9;490;18;1707;28;1212;378;9.3;72.3;1
"348";16;6;0.5;878;21;0.6;457;12;1935;20;1158;344;9.9;66.8;1
"349";16;7;0.6;893;46;1.4;540;43;1604;51;1268;413;7.6;83.2;1
"350";16;8;1.1;1038;55;3.8;697;84;1260;82;1383;605;8.1;79;1
"351";16;9;2.7;1320;271;11.6;1035;184;902;112;1721;991;8.7;74.6;1
"352";16;10;3.5;1353;434;17.8;1235;202;740;119;1937;1175;8.6;75.1;1
"353";16;11;2.3;1133;300;8.8;933;133;969;99;1552;923;9.7;69.7;1
"354";16;12;1.6;1066;116;6.8;849;130;1039;98;1468;829;11;64.4;1
"355";16;13;1.3;1027;95;5.9;809;106;1081;88;1442;733;13.6;53;1
"356";16;14;2;1106;211;8.9;935;132;958;96;1570;819;14.2;48.4;1
"357";16;15;1.9;1038;168;8.2;907;106;976;81;1492;723;14.2;46.3;0
"358";16;16;1.9;1084;154;8.6;924;125;986;92;1501;786;16;41.3;0
"359";16;17;2.2;1105;267;10.1;982;138;939;105;1545;850;17.7;35.4;0
"360";16;18;2;1102;143;9.4;957;120;968;88;1527;820;17.1;37.4;0
"361";16;19;2.9;1240;374;14.6;1137;158;836;103;1748;991;14.9;40.5;0
"362";16;20;5.2;1443;797;24.6;1418;253;666;141;2060;1454;13.4;47.8;0
"363";16;21;4.6;1389;698;21.6;1341;231;692;133;1982;1488;12.6;52.5;1
"364";16;22;2.5;1183;234;10.3;989;150;904;119;1539;1205;12.2;53.2;1
"365";16;23;1.5;1014;104;5.7;798;99;1083;106;1376;909;10.6;56.1;0
"366";16;24;1.2;979;67;4.5;736;75;1154;92;1324;769;9.9;59.5;0
"367";17;1;1.7;1048;88;5.5;787;93;1098;97;1373;835;9.6;61.1;0
"368";17;2;1.4;1024;79;4.8;753;79;1131;91;1357;793;9.7;61.6;0
"369";17;3;1.2;974;61;3.6;690;67;1208;83;1313;733;9.4;62.6;0
"370";17;4;0.6;862;43;1.7;561;44.0838096455864;1449;58.2942337228777;1219;502;8.2;68.5;0
"371";17;5;0.7;925;40;2.2;602;45;1398;59;1263;562;8;69.4;0
"372";17;6;0.8;952;52;3;654;72;1210;73;1312;832;7.7;72.4;1
"373";17;7;0.9;1005;64;4;713;103;1130;78;1363;924;8;71.8;1
"374";17;8;1.6;1122;88;6.7;842;132;1015;90;1438;974;8.5;66.3;0
"375";17;9;3.4;1351;375;16.7;1201;239;783;110;1828;1307;9.8;59.6;0
"376";17;10;3.8;1408;592;19.3;1278;275;682;114;1928;1481;11.2;57;1
"377";17;11;3.1;1304;357;14.8;1142;232;772;119;1747;1405;14.8;44.1;0
"378";17;12;2.7;1207;296;13.4;1098;180;826;121;1664;1195;16.8;35.3;0
"379";17;13;2;1099;181;11;1014;112;948;97;1503;868;19.2;27.1;0
"380";17;14;2.3;1106;211;12.5;1068;116;915;99;1535;874;19.1;26.2;0
"381";17;15;1.9;1009;199;8.4;916;103;1015;85;1391;738;16.3;30.8;0
"382";17;16;1.3;962;81;5.3;776;89;1152;75;1279;550;14.2;36.8;0
"383";17;17;1.9;1093;143;8.8;933;112;976;87;1454;777;13.4;41;0
"384";17;18;2.3;1180;247;11.2;1023;127;886;102;1588;966;14.2;43.3;0
"385";17;19;2.4;1168;239;11.6;1037;125;868;105;1580;990;12.1;45.6;0
"386";17;20;2.7;1168;267;12.4;1063;120;876;98;1540;944;10.4;48;0
"387";17;21;2.6;1140;261;10.6;1000;120;916;93;1490;962;10;51.1;0
"388";17;22;1.5;1001;97;6;811;99;1097;91;1308;778;9.8;50.8;0
"389";17;23;1.2;953;66;4.6;743;79;1185;85;1252;690;9.7;50.4;0
"390";17;24;1.1;972;60;4.1;715;66;1237;74;1258;644;9.9;50.2;0
"391";18;1;1.5;1021;77;5.2;776;94;1144;87;1307;753;9.4;53.4;0
"392";18;2;1;940;57;3.2;664;70;1290;79;1232;646;8.6;57.8;0
"393";18;3;1.2;1046;65;4.5;736;75;1142;78;1312;838;8.1;62.1;0
"394";18;4;1.1;1026;59;3.8;699;73.383908028699;1191;74.1209145015005;1292;851;7.9;63.5;0
"395";18;5;1.09652589049879;983;48;3.8;698;57;1209;63;1296;801;7.4;64.8;0
"396";18;6;0.8;915;27;1.9;578;32;1417;48;1212;665;8.2;58.9;0
"397";18;7;0.9;935;25;2.4;615;54;1373;59;1250;717;6.3;66.6;0
"398";18;8;1.1;976;42;3.3;669;68;1270;65;1266;795;7.2;62.9;0
"399";18;9;1.5;1124;78;6.7;842;98;1050;71;1418;936;7.2;63.9;0
"400";18;10;1.8;1163;128;8.5;919;128;922;84;1530;1076;11.1;50.5;0
"401";18;11;2.1;1167;184;9.7;966;129;942;93;1520;1016;15.5;36.1;0
"402";18;12;2.1;1121;156;9.4;955;130;992;99;1451;834;17.8;29.2;0
"403";18;13;1.9;1071;176;9;940;111;994;93;1449;756;17.6;30.1;0
"404";18;14;2.1;1065;232;10;979;106;950;96;1467;766;19.1;26.8;0
"405";18;15;2.5;1157;305;12.6;1072;137;888;114;1596;905;17.7;28.6;0
"406";18;16;1.9;1046;150;7.6;883;113;1051;101;1357;765;17.8;28.4;0
"407";18;17;2.2;1147;188;11.8;1042;122;934;108;1538;830;18.7;26;0
"408";18;18;2.3;1119;221;11.2;1022;137;916;117;1508;853;17.1;31.3;0
"409";18;19;2.7;1210;219;12.4;1062;165;886;125;1586;981;15.8;36.1;0
"410";18;20;3;1306;306;12.9;1079;196;827;133;1621;1286;14.7;40.1;0
"411";18;21;2.8;1258;270;12.2;1057;174;841;119;1633;1244;13.6;44.9;0
"412";18;22;2.2;1148;231;8.8;930;140;948;107;1475;1056;12.5;48.1;0
"413";18;23;1.6;1108;125;6.8;848;102;1023;96;1421;1003;11.8;50.8;0
"414";18;24;2.1;1231;122;8.6;924;130;906;105;1483;1245;10.9;56.1;0
"415";19;1;2.3;1293;161;8.9;937;121;930;102;1464;1200;10.9;55.9;0
"416";19;2;2.3;1274;101;8.3;912;111;939;97;1451;1188;10.3;58.1;0
"417";19;3;1.7;1135;95;6.3;827;87;1013;79;1395;1070;9.3;62.2;0
"418";19;4;2.2;1151;129;8.3;911;137.844124471547;935;98.4343661324284;1501;1075;8.2;66.7;0
"419";19;5;1.3;1010;96;5.1;769;77;1110;69;1396;895;8.3;64.9;0
"420";19;6;0.8;870;54;2.6;626;39;1325;52;1284;755;9.6;58.5;0
"421";19;7;1.1;983;63;3.6;688;77;1251;62;1342;806;7.7;66.4;0
"422";19;8;1.4;995;72;3.6;691;91;1219;69;1321;836;7.4;68;0
"423";19;9;1.3;1024;91;4.7;747;105;1136;75;1382;897;9.7;58.6;0
"424";19;10;1.9;1163;127;7.5;880;133;959;83;1486;1073;12.5;50.1;0
"425";19;11;2.3;1218;193;9;938;128;918;94;1501;1088;16.8;36.9;0
"426";19;12;2.3;1210;188;9.5;958;126;933;96;1514;1036;19.2;31.3;0
"427";19;13;1.8;1114;151;7.7;887;92;1020;86;1438;768;21.3;26.4;0
"428";19;14;1.4;995;103;5.7;796;66;1159;72;1287;587;21.2;23.1;0
"429";19;15;1;927;55;3.8;700;50;1285;53;1189;452;18.6;25;0
"430";19;16;1.4;1002;104;4.8;754;70;1189;65;1260;470;18;27.3;0
"431";19;17;1.3;987;116;4.3;727;73;1213;70;1244;502;18.2;28.3;0
"432";19;18;1.3;993;93;4.1;714;77;1217;75;1238;516;17;31.4;0
"433";19;19;1.4;1012;93;4.7;746;86;1174;86;1301;555;15.6;35;0
"434";19;20;1.9;1114;155;6.2;823;93;1068;94;1357;671;14.1;40.2;0
"435";19;21;1.8;1093;115;5.5;789;105;1102;103;1329;788;13.4;43.2;0
"436";19;22;1.1;968;75;3.3;669;67;1261;81;1246;538;12.3;46.8;0
"437";19;23;1.1;960;65;3.2;666;63;1266;80;1224;544;11.9;46.5;0
"438";19;24;1.1;942;57;2.9;648;63;1300;77;1204;500;11.5;46.6;0
"439";20;1;0.9;888;40;2.2;598;46;1396;58;1156;417;10.6;48;0
"440";20;2;0.6;818;27;1.3;524;21;1588;31;1071;341;10.7;45.8;0
"441";20;3;0.5;840;23;1.1;509;22;1643;38;1076;352;10.4;46.6;0
"442";20;4;0.7;894;28;1.3;524;49.9438293222089;1557;54.0508482967252;1095;397;10.1;47.8;0
"443";20;5;0.6;864;21;1.2;516;39;1496;59;1153;502;11.3;46.9;0
"444";20;6;0.7;898;33;1.7;559;55;1441;70;1180;648;10.1;51.2;0
"445";20;7;0.9;946;40;2.9;643;76;1309;75;1232;760;9.9;50.7;0
"446";20;8;2.9;1309;279;14.3;1125;181;844;103;1687;1183;8.1;56.8;0
"447";20;9;4.1;1326;743;19.7;1289;259;714;134;1806;1431;10.9;44.1;0
"448";20;10;1.5;966;147;5.5;786;118;1111;98;1258;705;11.8;37.6;0
"449";20;11;1.5;975;97;5.6;793;119;1133;97;1254;637;13.9;33.2;0
"450";20;12;1.5;988;118;5.8;803;123;1105;98;1293;658;15.6;30.1;0
"451";20;13;1.4;971;91;5.5;786;92;1129;78;1272;546;16.5;29;0
"452";20;14;1.6;1010;146;6.5;833;91;1070;83;1332;561;17.5;27.9;0
"453";20;15;1.5;984;139;5.5;790;103;1131;92;1268;532;17.9;26.8;0
"454";20;16;1.4;962;155;5.2;776;102;1131;81;1247;535;18.2;26.1;0
"455";20;17;1.5;1012;128;5.8;801;94;1098;90;1289;525;18;27.1;0
"456";20;18;1.9;1058;166;7.9;896;98;996;95;1358;603;17;28.9;0
"457";20;19;2.5;1173;299;10.2;985;126;905;114;1477;802;16.1;31.3;0
"458";20;20;2.1;1127;163;8.2;907;108;957;106;1404;796;14.5;35.4;0
"459";20;21;1.6;1020;154;5.7;797;95;1066;99;1302;689;13.2;37.9;0
"460";20;22;1.2;949;80;3.8;700;78;1221;90;1178;553;13.1;34.4;0
"461";20;23;1.1;930;58;4;710;61;1278;82;1137;509;13.5;28.5;0
"462";20;24;1;900;55;2.8;643;55;1339;74;1089;455;12.4;31.9;0
"463";21;1;1;899;33;2.6;630;57;1418;76;1050;425;13.1;26.8;0
"464";21;2;0.7;866;33;1.8;569;41;1468;66;1055;436;11.6;33.6;0
"465";21;3;0.7;900;32;1.7;563;46;1402;73;1130;618;10.5;42.9;0
"466";21;4;0.8;949;25;1.4;540;55.8038489988315;1457;55.8858257783046;1104;747;11.7;38.7;0
"467";21;5;0.626314191516378;897;29;1.3;529;41;1462;69;1101;693;12.2;37.2;0
"468";21;6;0.7;956;26;2.3;605;52;1341;71;1117;691;12.9;33.9;0
"469";21;7;1.1;1054;86;5.3;779;111;1080;98;1266;1013;11.3;40.3;0
"470";21;8;2.6;1343;294;13.4;1096;191;839;115;1587;1311;11.9;38.4;0
"471";21;9;4;1584;664;23.8;1399;244;642;130;1947;1675;13.3;35.6;0
"472";21;10;4.2;1556;695;21.5;1337;283;674;150;1852;1689;16.3;28.8;0
"473";21;11;4.7;1565;735;21;1324;320;695;159;1872;1688;17.9;28.2;0
"474";21;12;3.9;1429;649;18.4;1251;249;734;146;1754;1548;18.3;26.6;0
"475";21;13;3.7;1419;586;18.9;1267;219;742;138;1763;1490;20.8;22.5;0
"476";21;14;3.4;1373;546;17.1;1213;200;791;128;1711;1354;22.4;20;0
"477";21;15;2.2;1185;245;10.4;992;138;942;97;1448;1014;20.9;21.7;0
"478";21;16;1.9;1122;178;8;897;118;991;91;1372;831;19.1;26.5;0
"479";21;17;1.6;1085;130;6.2;820;99;1060;81;1325;699;18.1;30.6;0
"480";21;18;2.1;1249;151;9.7;968;112;874;99;1527;926;17.3;34.7;0
"481";21;19;2.2;1236;272;9.6;962;117;853;101;1532;928;15.8;40.4;0
"482";21;20;2.7;1334;301;11.9;1047;129;815;106;1638;1038;15.9;42;1
"483";21;21;2.4;1264;237;8.7;928;132;884;102;1534;1035;15.9;43.5;1
"484";21;22;1.3;1073;95;4.7;746;73;1072;84;1360;789;15;46.1;1
"485";21;23;1.2;1053;68;3.8;701;68;1147;81;1323;692;15.1;44.6;1
"486";21;24;1.5;1098;101;4.7;747;80;1094;91;1360;764;14.9;43.5;0
"487";22;1;1.3;1029;81;3.8;702;68;1180;82;1287;639;14.8;41;0
"488";22;2;1;973;50;2.7;631;44;1287;64;1240;541;14.8;40.8;0
"489";22;3;0.9;972;66;2.8;639;47;1222;70;1256;678;14.8;40.8;0
"490";22;4;0.5;832;22;1;496;38.2237899689639;1613;50.8396377039611;1066;381;14.2;36.1;0
"491";22;5;0.5;851;18;0.8;477;15;1699;26;1064;343;14.5;36.1;0
"492";22;6;0.6;909;31;1.5;545;44;1473;58;1131;436;14.6;36;0
"493";22;7;1;1038;57;3.5;684;85;1220;93;1279;688;14.4;38.5;0
"494";22;8;3.1;1636;342;15.6;1168;207;721;110;1926;1438;13.8;58.2;1
"495";22;9;4.1;1580;644;19.9;1295;230;639;115;1957;1489;13.2;61.1;1
"496";22;10;2.2;1262;216;8.6;924;181;872;125;1576;1093;10.4;74.4;1
"497";22;11;1.7;1197;117;6.5;837;144;957;118;1498;965;11.5;71;1
"498";22;12;1.9;1277;156;7.7;886;140;902;109;1579;1004;12.2;70;1
"499";22;13;2.9;1430;332;11.3;1025;204;779;123;1772;1166;12.3;73.3;1
"500";22;14;2.2;1242;232;9.1;944;149;846;114;1638;991;11.3;78.1;1
